#-----------------------------------------------------------------------------
# Date d'extraction : 09/09/2024 - 13h01 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : FEU_METEO2022
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non réduites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     NORNSV23 : Sécheresse Feu Météo modérée (jour)
#     NORNSV24 : Sécheresse Feu Météo élevée (jour)
#     NORNSV25 : Sécheresse Feu Météo très élevée (jour)
#     NORIFM20 : Indicateur feux de forêt nbj sup à 20 (jour)
#     NORIFM40 : Indicateur feux de forêt nbj sup à 40 (jour)
#     NORIFM60 : Indicateur feux de forêt nbj sup à 60 (jour)
#     NORIFMxAV : IFMx moyen
#     NORIFMxq80 : Q80 IFMx
#     NORIEPx4 : Danger Feu Météo végétation morte Elevé (jour)
#     NORIEPx5 : Danger Feu Météo végétation morte Très Elevé (jour)
#     NORIFMx50 : Danger Feu Météo végétation vivante Elevé (jour)
#     NORIFMx80 : Danger Feu Météo végétation vivante Très Elevé (jour)
#     NORIS400 : Sécheresse profonde Feu Météo modérée (jour)
#     NORIS700 : Sécheresse profonde Feu Météo élevée (jour)
#     NORIS1000 : Sécheresse profonde Feu Météo très élevée (jour)
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;NORNSV23;NORNSV24;NORNSV25;NORIFM20;NORIFM40;NORIFM60;NORIFMxAV;NORIFMxq80;NORIEPx4;NORIEPx5;NORIFMx50;NORIFMx80;NORIS400;NORIS700;NORIS1000;
#-----------------------------------------------------------------------------
13262;48.1032;6.4734;RCP8.5;H1;7;1;0;13;2;0;3.43;5.66;33;5;1;0;8;0;0;
13263;48.0994;6.5806;RCP8.5;H1;7;1;0;12;2;0;3.31;5.51;32;4;1;0;8;0;0;
13264;48.0955;6.6878;RCP8.5;H1;6;1;0;10;2;0;2.08;2.72;21;2;0;0;2;0;0;
13265;48.0915;6.7951;RCP8.5;H1;2;1;0;5;1;0;1.9;2.37;18;2;0;0;2;0;0;
13266;48.0873;6.9023;RCP8.5;H1;2;0;0;4;1;0;1.74;2.01;15;1;0;0;4;0;0;
13267;48.0831;7.0094;RCP8.5;H1;2;0;0;3;1;0;1.7;1.95;13;1;0;0;4;0;0;
13268;48.0788;7.1166;RCP8.5;H1;2;0;0;3;0;0;2.15;2.85;18;2;0;0;6;0;0;
13269;48.0744;7.2237;RCP8.5;H1;5;1;0;5;1;0;3.47;5.62;30;4;0;0;24;3;0;
13270;48.0698;7.3309;RCP8.5;H1;14;2;0;12;1;0;5.09;8.92;44;8;1;0;60;5;0;
13271;48.0652;7.438;RCP8.5;H1;26;4;0;22;3;0;4.89;8.39;43;9;1;0;53;5;0;
13272;48.0605;7.5451;RCP8.5;H1;22;4;0;21;3;0;4.89;8.41;43;9;1;0;54;5;0;
13379;48.2404;3.6826;RCP8.5;H1;25;4;0;24;4;1;5.17;8.67;41;10;2;0;44;1;0;
13380;48.2391;3.7903;RCP8.5;H1;25;3;0;24;5;1;5.08;8.5;40;10;2;0;42;1;0;
13381;48.2377;3.8979;RCP8.5;H1;24;3;0;24;4;1;4.98;8.65;39;9;2;0;46;1;0;
13382;48.2362;4.0056;RCP8.5;H1;23;3;0;22;4;1;5.6;9.78;42;11;2;0;61;1;0;
13383;48.2346;4.1132;RCP8.5;H1;31;3;0;27;5;1;5.79;10.2;44;11;2;0;65;2;0;
13384;48.233;4.2209;RCP8.5;H1;34;4;0;28;5;1;5.13;8.86;41;9;2;0;45;1;0;
13385;48.2312;4.3285;RCP8.5;H1;23;3;0;23;4;1;5.06;8.73;41;9;2;0;43;1;0;
13386;48.2293;4.4361;RCP8.5;H1;22;3;0;22;4;1;4.86;8.35;40;9;2;0;38;0;0;
13387;48.2274;4.5437;RCP8.5;H1;18;2;0;21;4;1;4.6;7.83;38;8;2;0;28;0;0;
13388;48.2253;4.6513;RCP8.5;H1;13;2;0;18;4;1;4.44;7.47;38;8;2;0;23;0;0;
13389;48.2231;4.7589;RCP8.5;H1;12;2;0;18;3;1;4.58;7.86;39;8;2;0;26;0;0;
13390;48.2209;4.8665;RCP8.5;H1;14;2;0;19;3;0;3.71;5.97;32;6;1;0;13;0;0;
13391;48.2185;4.9741;RCP8.5;H1;9;1;0;14;2;0;3.56;5.62;30;6;1;0;11;0;0;
13392;48.216;5.0817;RCP8.5;H1;8;1;0;13;2;0;3.73;5.94;32;7;1;0;16;0;0;
13393;48.2135;5.1892;RCP8.5;H1;10;1;0;14;2;0;3.65;5.82;32;7;1;0;15;0;0;
13394;48.2108;5.2968;RCP8.5;H1;10;1;0;13;2;0;3.59;5.7;31;6;1;0;14;0;0;
13395;48.2081;5.4043;RCP8.5;H1;10;1;0;13;2;0;3.39;5.22;29;6;1;0;12;0;0;
13396;48.2052;5.5119;RCP8.5;H1;9;1;0;12;2;0;3.9;6.5;33;7;1;0;17;0;0;
13397;48.2022;5.6194;RCP8.5;H1;10;2;0;15;3;0;4.03;6.81;33;7;1;0;19;0;0;
13398;48.1992;5.7269;RCP8.5;H1;11;2;0;15;3;0;4.07;6.78;36;8;2;0;17;0;0;
13399;48.196;5.8344;RCP8.5;H1;10;2;0;16;3;1;3.98;6.6;35;8;1;0;16;0;0;
13400;48.1928;5.9418;RCP8.5;H1;10;1;0;15;3;1;3.96;6.37;35;8;1;0;17;0;0;
13401;48.1894;6.0493;RCP8.5;H1;10;1;0;15;3;0;3.96;6.35;35;8;1;0;18;0;0;
13402;48.186;6.1568;RCP8.5;H1;11;2;0;15;3;0;4.13;6.7;37;8;2;0;20;0;0;
13403;48.1825;6.2642;RCP8.5;H1;12;2;0;16;4;0;3.7;6.08;36;6;1;0;10;0;0;
13404;48.1788;6.3716;RCP8.5;H1;8;1;0;13;2;0;3.53;5.75;34;6;1;0;8;0;0;
13405;48.1751;6.479;RCP8.5;H1;7;1;0;12;2;0;3.53;5.75;34;6;1;0;8;0;0;
13406;48.1712;6.5864;RCP8.5;H1;7;1;0;12;2;0;3.31;5.4;31;5;1;0;6;0;0;
13407;48.1673;6.6938;RCP8.5;H1;6;1;0;11;2;0;2.34;3.19;25;3;0;0;3;0;0;
13408;48.1633;6.8012;RCP8.5;H1;3;0;0;6;1;0;2.16;2.86;23;3;0;0;2;0;0;
13409;48.1591;6.9085;RCP8.5;H1;3;0;0;6;1;0;2.02;2.48;20;2;0;0;3;0;0;
13410;48.1549;7.0158;RCP8.5;H1;3;0;0;5;1;0;1.85;2.24;17;1;0;0;4;0;0;
13411;48.1506;7.1231;RCP8.5;H1;3;0;0;4;1;0;2.01;2.6;16;2;0;0;5;0;0;
13412;48.1462;7.2304;RCP8.5;H1;4;0;0;4;1;0;3.4;5.45;29;4;0;0;24;3;0;
13413;48.1416;7.3377;RCP8.5;H1;13;2;0;12;1;0;5.09;8.92;44;8;1;0;60;5;0;
13414;48.137;7.4449;RCP8.5;H1;26;4;0;22;3;0;4.93;8.49;43;9;1;0;55;5;0;
13415;48.1323;7.5522;RCP8.5;H1;23;4;0;21;3;0;4.39;7.45;38;7;1;0;40;4;0;
13521;48.3135;3.5766;RCP8.5;H1;22;4;0;23;4;1;5.17;8.71;41;10;2;0;41;1;0;
13522;48.3123;3.6844;RCP8.5;H1;23;3;0;24;5;1;5.05;8.45;40;10;2;0;42;1;0;
13523;48.311;3.7923;RCP8.5;H1;23;3;0;23;4;1;5.16;8.66;41;10;2;0;44;1;0;
13524;48.3096;3.9001;RCP8.5;H1;25;3;0;24;5;1;5.4;9.17;41;11;2;0;53;1;0;
13525;48.3081;4.0079;RCP8.5;H1;28;3;0;25;5;1;5.75;10.11;44;12;2;0;59;1;0;
13526;48.3066;4.1157;RCP8.5;H1;33;3;0;28;5;1;5.83;10.29;45;12;2;0;61;2;0;
13527;48.3049;4.2234;RCP8.5;H1;34;4;0;29;5;1;5.61;9.74;42;11;2;0;56;1;0;
13528;48.3031;4.3312;RCP8.5;H1;30;3;0;27;5;1;5.05;8.66;40;9;2;0;44;1;0;
13529;48.3012;4.439;RCP8.5;H1;22;3;0;22;4;1;4.9;8.36;39;9;2;0;40;1;0;
13530;48.2993;4.5468;RCP8.5;H1;19;2;0;21;4;1;4.85;8.21;39;9;2;0;36;1;0;
13531;48.2972;4.6545;RCP8.5;H1;17;2;0;21;4;1;4.68;7.85;38;8;2;0;32;0;0;
13532;48.295;4.7623;RCP8.5;H1;15;2;0;20;4;1;4.37;7.2;38;8;2;0;19;0;0;
13533;48.2928;4.87;RCP8.5;H1;12;2;0;18;3;0;3.68;5.8;33;6;1;0;12;0;0;
13534;48.2904;4.9777;RCP8.5;H1;8;1;0;14;2;0;3.71;5.97;32;7;1;0;13;0;0;
13535;48.2879;5.0854;RCP8.5;H1;9;1;0;14;2;0;3.72;5.91;32;7;1;0;16;0;0;
13536;48.2854;5.1932;RCP8.5;H1;10;1;0;14;2;0;3.61;5.73;31;6;1;0;14;0;0;
13537;48.2827;5.3009;RCP8.5;H1;10;1;0;13;2;0;3.68;5.89;32;7;1;0;15;0;0;
13538;48.2799;5.4085;RCP8.5;H1;10;1;0;14;2;0;3.49;5.45;30;6;1;0;13;0;0;
13539;48.2771;5.5162;RCP8.5;H1;9;1;0;13;2;0;3.43;5.25;29;6;1;0;14;0;0;
13540;48.2741;5.6239;RCP8.5;H1;10;1;0;12;2;0;4.08;6.66;36;8;2;0;19;0;0;
13541;48.2711;5.7315;RCP8.5;H1;11;1;0;16;3;1;3.99;6.54;35;7;2;0;18;0;0;
13542;48.2679;5.8392;RCP8.5;H1;10;1;0;15;3;1;4.16;6.91;37;8;2;0;21;0;0;
13543;48.2647;5.9468;RCP8.5;H1;11;1;0;16;3;1;3.98;6.5;35;7;2;0;19;0;0;
13544;48.2613;6.0544;RCP8.5;H1;10;2;0;15;3;1;4.05;6.52;36;8;2;0;20;0;0;
13545;48.2579;6.162;RCP8.5;H1;11;2;0;16;3;0;4.25;6.94;39;9;2;0;23;0;0;
13546;48.2543;6.2696;RCP8.5;H1;12;2;0;17;4;1;3.93;6.35;36;7;1;0;17;0;0;
13547;48.2507;6.3771;RCP8.5;H1;10;2;0;14;3;0;3.71;6.16;36;6;1;0;10;1;0;
13548;48.2469;6.4847;RCP8.5;H1;7;1;0;13;2;0;3.72;6.17;36;6;1;0;10;1;0;
13549;48.2431;6.5922;RCP8.5;H1;7;1;0;13;2;0;3.64;6.16;36;6;1;0;9;0;0;
13550;48.2391;6.6998;RCP8.5;H1;7;1;0;12;2;0;2.57;3.75;27;4;0;0;3;0;0;
13551;48.2351;6.8073;RCP8.5;H1;4;1;0;7;1;0;2.3;3.18;25;3;0;0;3;0;0;
13552;48.2309;6.9148;RCP8.5;H1;3;0;0;6;1;0;2.41;3.32;25;3;0;0;4;0;0;
13553;48.2267;7.0222;RCP8.5;H1;4;0;0;6;1;0;2.26;3.03;24;3;0;0;3;0;0;
13554;48.2224;7.1297;RCP8.5;H1;3;0;0;5;1;0;2.22;2.94;20;2;0;0;5;0;0;
13555;48.2179;7.2371;RCP8.5;H1;4;0;0;5;1;0;2.34;3.08;21;3;0;0;6;0;0;
13556;48.2134;7.3445;RCP8.5;H1;4;1;0;7;1;0;4.45;7.73;39;6;1;0;37;4;0;
13557;48.2088;7.4519;RCP8.5;H1;19;4;0;17;2;0;4.52;7.74;39;7;1;0;41;5;0;
13558;48.2041;7.5593;RCP8.5;H1;19;4;0;18;3;0;4.32;7.35;38;6;1;0;36;4;0;
13663;48.3865;3.4704;RCP8.5;H1;32;5;1;30;5;1;5.43;9.19;41;9;2;0;53;2;0;
13664;48.3854;3.5783;RCP8.5;H1;29;4;1;26;4;1;5.67;9.59;44;12;3;0;55;2;0;
13665;48.3842;3.6863;RCP8.5;H1;28;4;0;28;5;1;5.68;9.73;43;11;2;0;57;2;0;
13666;48.3829;3.7943;RCP8.5;H1;29;5;0;28;5;1;5.62;9.59;43;11;2;0;55;2;0;
13667;48.3815;3.9022;RCP8.5;H1;28;4;0;28;5;1;5.73;9.79;44;11;2;0;60;2;0;
13668;48.38;4.0102;RCP8.5;H1;31;4;0;28;5;1;5.82;10.03;45;12;2;0;61;1;0;
13669;48.3785;4.1181;RCP8.5;H1;32;4;0;29;5;1;5.54;9.45;43;11;2;0;55;1;0;
13670;48.3768;4.226;RCP8.5;H1;29;4;0;27;5;1;5.56;9.43;43;11;2;0;54;1;0;
13671;48.375;4.334;RCP8.5;H1;29;3;1;27;5;1;5.61;9.79;42;11;2;0;59;2;0;
13672;48.3731;4.4419;RCP8.5;H1;30;3;1;25;5;1;5.08;8.71;40;9;2;0;45;1;0;
13673;48.3712;4.5498;RCP8.5;H1;22;3;0;22;4;1;5.06;8.71;41;9;2;0;41;1;0;
13674;48.3691;4.6577;RCP8.5;H1;19;2;0;22;4;1;4.95;8.46;40;9;2;0;38;1;0;
13675;48.3669;4.7656;RCP8.5;H1;18;2;0;21;4;1;4.51;7.66;39;8;1;0;21;0;0;
13676;48.3646;4.8735;RCP8.5;H1;12;1;0;19;3;1;3.91;6.36;34;6;1;0;16;0;0;
13677;48.3623;4.9814;RCP8.5;H1;10;1;0;15;2;0;3.7;5.85;33;6;1;0;13;0;0;
13678;48.3598;5.0892;RCP8.5;H1;9;1;0;14;2;0;3.71;5.88;33;6;1;0;15;0;0;
13679;48.3572;5.1971;RCP8.5;H1;9;1;0;14;2;0;3.85;6.19;33;7;1;0;19;0;0;
13680;48.3546;5.3049;RCP8.5;H1;11;1;0;15;2;0;3.52;5.44;30;6;1;0;13;0;0;
13681;48.3518;5.4128;RCP8.5;H1;9;1;0;13;2;0;3.97;6.52;35;7;1;0;16;0;0;
13682;48.3489;5.5206;RCP8.5;H1;9;1;0;15;3;1;3.96;6.5;35;7;1;0;18;0;0;
13683;48.346;5.6284;RCP8.5;H1;11;1;0;15;3;1;4.2;7.03;38;8;2;0;22;0;0;
13684;48.3429;5.7362;RCP8.5;H1;12;1;0;16;3;1;4.08;6.72;36;8;2;0;20;0;0;
13685;48.3398;5.844;RCP8.5;H1;12;1;0;16;3;1;4.16;6.87;37;8;2;0;21;0;0;
13686;48.3365;5.9517;RCP8.5;H1;12;1;0;17;3;1;4.11;6.76;37;8;2;0;20;0;0;
13687;48.3331;6.0595;RCP8.5;H1;11;2;0;16;3;1;4.21;6.85;38;8;2;0;22;0;0;
13688;48.3297;6.1672;RCP8.5;H1;12;2;0;17;4;1;4.24;6.93;39;9;2;0;23;0;0;
13689;48.3261;6.275;RCP8.5;H1;12;2;0;17;4;1;4.04;6.6;37;7;2;0;18;0;0;
13690;48.3225;6.3827;RCP8.5;H1;10;2;0;15;3;0;3.76;6.27;37;6;1;0;10;1;0;
13691;48.3187;6.4904;RCP8.5;H1;7;2;0;13;2;0;3.73;6.19;36;6;1;0;10;1;0;
13692;48.3149;6.5981;RCP8.5;H1;7;1;0;13;2;0;3.8;6.43;37;6;1;0;10;1;0;
13693;48.3109;6.7057;RCP8.5;H1;7;1;0;13;2;0;3.56;5.84;35;6;1;0;9;1;0;
13694;48.3069;6.8134;RCP8.5;H1;7;1;0;12;2;0;2.47;3.44;27;4;0;0;3;0;0;
13695;48.3028;6.921;RCP8.5;H1;4;1;0;7;1;0;2.63;3.77;28;4;0;0;4;0;0;
13696;48.2985;7.0286;RCP8.5;H1;4;1;0;8;1;0;2.42;3.29;26;4;0;0;4;0;0;
13697;48.2942;7.1362;RCP8.5;H1;4;1;0;7;1;0;2.16;2.61;21;3;0;0;4;0;0;
13698;48.2897;7.2438;RCP8.5;H1;4;1;0;6;1;0;2.49;3.34;21;3;0;0;7;1;0;
13699;48.2852;7.3514;RCP8.5;H1;5;2;0;8;1;0;3.77;6.43;32;4;1;0;24;4;0;
13700;48.2806;7.4589;RCP8.5;H1;14;3;1;13;2;0;4.61;7.94;39;7;1;0;39;5;1;
13701;48.2758;7.5665;RCP8.5;H1;21;4;1;18;3;0;4.35;7.44;38;6;1;0;37;4;0;
13702;48.271;7.674;RCP8.5;H1;16;3;0;16;2;0;4.35;7.44;38;6;1;0;37;4;0;
13806;48.4584;3.4719;RCP8.5;H1;38;6;1;33;6;1;5.63;9.72;43;10;2;0;62;3;0;
13807;48.4573;3.58;RCP8.5;H1;32;5;1;28;4;1;5.48;9.41;42;10;2;0;58;2;0;
13808;48.4561;3.6882;RCP8.5;H1;30;5;0;27;4;1;5.89;10.09;46;12;3;0;66;3;0;
13809;48.4548;3.7963;RCP8.5;H1;31;5;0;30;5;1;5.84;10.08;44;11;3;0;62;3;0;
13810;48.4534;3.9044;RCP8.5;H1;32;5;1;29;5;1;5.95;10.23;45;12;2;0;65;3;0;
13811;48.452;4.0125;RCP8.5;H1;34;5;1;30;5;1;5.7;9.76;44;11;2;0;59;1;0;
13812;48.4504;4.1205;RCP8.5;H1;31;4;0;28;5;1;5.7;9.76;44;11;2;0;59;1;0;
13813;48.4487;4.2286;RCP8.5;H1;31;4;0;28;5;1;5.54;9.4;42;11;2;0;54;1;0;
13814;48.4469;4.3367;RCP8.5;H1;29;3;1;27;5;1;5.72;9.8;44;12;2;0;59;2;0;
13815;48.445;4.4448;RCP8.5;H1;31;4;1;28;5;1;5.7;9.77;44;12;2;0;58;2;0;
13816;48.4431;4.5528;RCP8.5;H1;30;4;1;28;5;1;5.15;8.73;41;9;2;0;43;1;0;
13817;48.441;4.6609;RCP8.5;H1;21;3;0;23;4;1;4.75;8.11;41;8;1;0;30;0;0;
13818;48.4388;4.7689;RCP8.5;H1;15;2;0;20;3;0;4.69;7.99;41;8;1;0;29;0;0;
13819;48.4365;4.877;RCP8.5;H1;14;2;0;19;3;0;4.6;7.8;40;9;2;0;26;0;0;
13820;48.4342;4.985;RCP8.5;H1;15;2;0;19;3;1;3.93;6.33;34;7;1;0;18;0;0;
13821;48.4317;5.093;RCP8.5;H1;10;1;0;15;2;0;3.79;5.97;33;7;1;0;15;0;0;
13822;48.4291;5.201;RCP8.5;H1;9;1;0;15;2;1;3.83;6.15;33;7;1;0;17;0;0;
13823;48.4264;5.309;RCP8.5;H1;10;1;0;15;2;1;3.59;5.58;31;6;1;0;14;0;0;
13824;48.4237;5.417;RCP8.5;H1;9;1;0;13;2;0;3.86;6.24;34;7;1;0;12;0;0;
13825;48.4208;5.525;RCP8.5;H1;8;1;0;15;3;1;3.98;6.57;36;7;1;0;18;0;0;
13826;48.4178;5.6329;RCP8.5;H1;11;1;0;15;3;1;4.15;6.89;37;7;2;0;21;0;0;
13827;48.4148;5.7409;RCP8.5;H1;12;1;0;16;3;1;4.28;7.15;39;8;2;0;22;0;0;
13828;48.4116;5.8488;RCP8.5;H1;13;1;0;17;3;1;5.45;9.46;48;14;3;0;26;0;0;
13829;48.4084;5.9567;RCP8.5;H1;15;2;0;24;4;1;5.2;8.92;46;13;3;0;24;0;0;
13830;48.405;6.0646;RCP8.5;H1;14;2;0;22;4;1;5.67;9.71;51;15;3;0;28;1;0;
13831;48.4015;6.1725;RCP8.5;H1;15;3;0;26;5;2;4.39;7.4;37;8;2;0;30;1;0;
13832;48.398;6.2804;RCP8.5;H1;16;3;0;17;3;1;4.27;6.92;40;8;2;0;22;1;0;
13833;48.3943;6.3882;RCP8.5;H1;12;2;0;17;4;1;3.83;6.45;37;7;1;0;10;0;0;
13834;48.3906;6.4961;RCP8.5;H1;8;1;0;14;3;0;3.85;6.48;37;7;1;0;10;0;0;
13835;48.3867;6.6039;RCP8.5;H1;8;1;0;14;3;0;3.93;6.65;38;7;1;0;11;1;0;
13836;48.3828;6.7117;RCP8.5;H1;8;2;0;14;3;0;3.67;5.99;36;6;1;0;9;1;0;
13837;48.3787;6.8195;RCP8.5;H1;7;1;0;13;2;0;2.71;3.87;29;5;0;0;4;0;0;
13838;48.3746;6.9273;RCP8.5;H1;5;1;0;8;1;0;2.65;3.75;29;4;0;0;4;0;0;
13839;48.3703;7.0351;RCP8.5;H1;5;1;0;8;1;0;2.22;2.75;22;3;0;0;4;0;0;
13840;48.366;7.1428;RCP8.5;H1;4;1;0;6;1;0;2.35;3.02;20;3;0;0;5;0;0;
13841;48.3615;7.2506;RCP8.5;H1;4;1;0;7;1;0;2.37;3.01;20;3;0;0;6;1;0;
13842;48.357;7.3583;RCP8.5;H1;5;2;0;7;1;0;2.6;3.63;23;3;0;0;8;1;0;
13843;48.3523;7.466;RCP8.5;H1;6;2;0;8;1;0;4.51;7.71;38;7;1;0;37;5;1;
13844;48.3476;7.5736;RCP8.5;H1;20;4;1;18;3;0;4.49;7.66;39;7;1;0;41;4;0;
13845;48.3428;7.6813;RCP8.5;H1;18;4;0;17;2;0;4.51;7.7;40;7;1;0;41;4;0;
13949;48.5303;3.4735;RCP8.5;H1;27;5;0;28;5;1;5.54;9.54;42;10;2;0;59;2;0;
13950;48.5292;3.5818;RCP8.5;H1;31;5;1;28;4;1;5.67;9.83;43;10;2;0;63;3;0;
13951;48.528;3.69;RCP8.5;H1;33;5;1;29;4;1;5.43;9.22;43;10;2;0;59;2;0;
13952;48.5267;3.7983;RCP8.5;H1;29;5;0;27;4;1;5.42;9.2;43;10;2;0;60;3;0;
13953;48.5253;3.9065;RCP8.5;H1;31;5;0;27;4;1;6.01;10.44;47;12;3;0;68;3;0;
13954;48.5239;4.0148;RCP8.5;H1;34;5;0;31;6;1;5.92;10.11;46;12;3;0;66;2;0;
13955;48.5223;4.123;RCP8.5;H1;32;4;1;30;5;1;5.89;10.07;45;12;3;0;66;2;0;
13956;48.5206;4.2312;RCP8.5;H1;32;4;1;30;5;1;5.85;10.02;45;12;3;0;63;1;0;
13957;48.5188;4.3395;RCP8.5;H1;32;4;1;29;5;1;5.79;9.91;45;12;3;0;62;1;0;
13958;48.5169;4.4477;RCP8.5;H1;30;4;1;28;5;1;5.74;9.8;44;12;3;0;61;1;0;
13959;48.5149;4.5559;RCP8.5;H1;30;4;1;28;5;1;5.16;8.71;40;10;2;0;46;1;0;
13960;48.5129;4.6641;RCP8.5;H1;22;3;0;23;4;1;4.78;8.18;41;8;1;0;31;0;0;
13961;48.5107;4.7723;RCP8.5;H1;15;2;0;20;3;0;4.72;8.05;41;8;1;0;30;0;0;
13962;48.5084;4.8805;RCP8.5;H1;15;2;0;20;3;0;4.66;7.93;40;9;2;0;28;0;0;
13963;48.506;4.9886;RCP8.5;H1;16;2;0;20;3;1;4.52;7.58;39;8;2;0;26;0;0;
13964;48.5036;5.0968;RCP8.5;H1;14;1;0;18;3;1;3.95;6.37;34;7;1;0;18;0;0;
13965;48.501;5.2049;RCP8.5;H1;11;1;0;16;3;1;3.66;5.72;31;6;1;0;15;0;0;
13966;48.4983;5.3131;RCP8.5;H1;9;1;0;14;2;1;3.99;6.42;36;8;1;0;11;0;0;
13967;48.4955;5.4212;RCP8.5;H1;8;1;0;16;3;1;3.94;6.22;35;8;1;0;12;0;0;
13968;48.4927;5.5293;RCP8.5;H1;9;1;0;15;3;1;3.89;6.28;35;8;1;0;12;0;0;
13969;48.4897;5.6374;RCP8.5;H1;9;1;0;15;3;1;4.27;7.14;37;8;2;0;20;0;0;
13970;48.4866;5.7455;RCP8.5;H1;13;1;0;17;3;1;4.47;7.56;39;9;2;0;23;0;0;
13971;48.4835;5.8536;RCP8.5;H1;15;2;0;19;3;1;4.25;6.96;38;8;2;0;21;1;0;
13972;48.4802;5.9617;RCP8.5;H1;13;2;0;17;3;1;4.13;6.92;34;7;2;0;23;1;0;
13973;48.4768;6.0697;RCP8.5;H1;15;2;0;16;3;1;4.41;7.43;37;8;2;0;28;1;0;
13974;48.4734;6.1778;RCP8.5;H1;16;3;0;18;3;1;4.38;7.19;37;8;2;0;29;1;0;
13975;48.4698;6.2858;RCP8.5;H1;15;3;0;18;3;1;4.32;7.05;36;8;2;0;28;1;0;
13976;48.4661;6.3938;RCP8.5;H1;15;3;0;17;3;1;4.22;7.12;37;7;1;0;26;1;0;
13977;48.4624;6.5018;RCP8.5;H1;13;3;0;16;3;0;4.24;7.17;37;7;1;0;27;1;0;
13978;48.4585;6.6098;RCP8.5;H1;13;3;0;16;3;0;4.13;6.88;36;7;1;0;25;1;0;
13979;48.4546;6.7178;RCP8.5;H1;12;3;0;15;3;0;4.1;6.85;37;7;1;0;23;1;0;
13980;48.4505;6.8257;RCP8.5;H1;11;3;0;15;3;0;3.96;6.54;35;7;1;0;20;1;0;
13981;48.4464;6.9336;RCP8.5;H1;10;2;0;14;3;0;2.57;3.54;28;4;0;0;4;0;0;
13982;48.4421;7.0415;RCP8.5;H1;5;1;0;8;1;0;2.17;2.73;21;2;0;0;4;0;0;
13983;48.4378;7.1494;RCP8.5;H1;4;1;0;6;1;0;2.4;3.23;21;3;0;0;5;0;0;
13984;48.4333;7.2573;RCP8.5;H1;5;1;0;7;1;0;2.04;2.26;16;2;0;0;5;0;0;
13985;48.4288;7.3652;RCP8.5;H1;4;1;0;6;1;0;2.3;2.89;19;2;0;0;6;1;0;
13986;48.4241;7.473;RCP8.5;H1;5;1;0;7;1;0;4.52;7.7;38;7;1;0;39;5;1;
13987;48.4194;7.5808;RCP8.5;H1;21;4;1;18;3;0;4.66;7.94;41;8;1;0;43;5;0;
13988;48.4145;7.6886;RCP8.5;H1;20;4;0;19;3;0;4.68;7.98;41;7;1;0;43;5;0;
14093;48.6011;3.5835;RCP8.5;H1;28;4;0;27;5;1;5.12;8.61;39;9;2;0;52;2;0;
14094;48.5999;3.6919;RCP8.5;H1;26;4;0;25;4;1;5.25;8.89;40;9;2;0;56;2;0;
14095;48.5986;3.8003;RCP8.5;H1;28;4;0;26;4;1;5.44;9.26;44;11;2;0;58;2;0;
14096;48.5972;3.9087;RCP8.5;H1;29;4;1;28;4;1;5.41;9.19;44;11;2;0;57;2;0;
14097;48.5958;4.0171;RCP8.5;H1;28;4;1;27;4;1;5.87;10.06;46;12;3;0;65;1;0;
14098;48.5942;4.1255;RCP8.5;H1;31;4;1;30;5;1;5.83;9.81;45;12;3;0;65;1;0;
14099;48.5925;4.2338;RCP8.5;H1;30;4;1;29;6;1;5.75;9.81;44;12;2;0;60;1;0;
14100;48.5907;4.3422;RCP8.5;H1;30;4;1;29;5;1;5.04;8.52;39;9;2;0;51;1;0;
14101;48.5888;4.4506;RCP8.5;H1;26;3;0;24;4;1;5.06;8.56;39;9;2;0;51;1;0;
14102;48.5868;4.5589;RCP8.5;H1;26;3;0;24;4;1;5.07;8.55;39;9;2;0;52;1;0;
14103;48.5847;4.6673;RCP8.5;H1;27;3;0;23;4;1;5.31;9.13;44;11;2;0;42;0;0;
14104;48.5826;4.7756;RCP8.5;H1;20;2;0;25;4;1;5.26;9.07;45;10;2;0;38;1;0;
14105;48.5803;4.884;RCP8.5;H1;20;2;0;23;4;1;4.78;8.23;42;9;2;0;31;0;0;
14106;48.5779;4.9923;RCP8.5;H1;16;2;0;21;3;1;4.68;7.96;41;9;2;0;31;0;0;
14107;48.5754;5.1006;RCP8.5;H1;16;2;0;20;3;1;4.07;6.59;35;7;1;0;21;0;0;
14108;48.5729;5.2089;RCP8.5;H1;12;1;0;16;3;1;4.27;6.99;39;9;2;0;14;0;0;
14109;48.5702;5.3172;RCP8.5;H1;10;1;0;18;3;1;4.16;6.74;38;9;1;0;13;0;0;
14110;48.5674;5.4255;RCP8.5;H1;9;1;0;17;3;1;4.06;6.45;36;8;1;0;14;0;0;
14111;48.5645;5.5337;RCP8.5;H1;10;1;0;16;3;1;3.96;6.38;36;8;1;0;14;0;0;
14112;48.5616;5.642;RCP8.5;H1;10;1;0;16;3;1;4.46;7.53;39;9;2;0;21;0;0;
